Date,Time,Test_ID,Laser experimental,Pressure,dac_bits,mass,Unity theoretical,time,Experimental_1,slide_1,frecuencia,Force
45681,,4.454545454545454,0.002309090909090909,5.995804911062356,606.8090177110116,0.42400000000000004,0.0,0.0,0.002309090909090909,0.0,0.25Hz,32.729829906243744
45681,,4.454545454545454,0.0038999999999999994,6.0979773530458194,718.6980508040483,0.42400000000000004,0.001572727272727273,0.19959999999999345,0.0038999999999999994,0.001572727272727273,0.25Hz,33.287567640681104
45681,,4.454545454545454,0.001390909090909091,6.389117069623844,746.3272099073027,0.42400000000000004,0.006109090909090908,0.3998454545454486,0.001390909090909091,0.006109090909090908,0.25Hz,34.876837729334206
45681,,4.454545454545454,0.006463636363636365,6.841190644466885,789.2289921599075,0.42400000000000004,0.013127272727272727,0.6003545454545541,0.006463636363636365,0.013127272727272727,0.25Hz,37.34461168615873
45681,,4.454545454545454,0.013,7.406879843789648,842.9128971756377,0.42400000000000004,0.021936363636363636,0.7999727272727261,0.013,0.021936363636363636,0.25Hz,40.43258928854418
45681,,4.454545454545454,0.021354545454545456,8.032611188627891,902.2948018007871,0.42400000000000004,0.03166363636363636,0.9995636363636244,0.021354545454545456,0.03166363636363636,0.25Hz,43.8483242544659
45681,,4.454545454545454,0.030781818181818184,8.659794671665663,961.8145143410715,0.42400000000000004,0.0414090909090909,1.1999545454545417,0.030781818181818184,0.0414090909090909,0.25Hz,47.27198613545172
45681,,4.454545454545454,0.04066363636363637,9.222916946253346,1015.2548181994424,0.42400000000000004,0.05014545454545454,1.3997636363636317,0.04066363636363637,0.05014545454545454,0.25Hz,50.345951439037
45681,,4.454545454545454,0.050381818181818194,9.669348535682367,1057.6211760362569,0.42400000000000004,0.05708181818181819,1.5998545454545505,0.050381818181818194,0.05708181818181819,0.25Hz,52.78292699169837
45681,,4.545454545454546,0.05812727272727272,9.954099253339324,1084.6440191419022,0.42400000000000004,0.06150909090909091,1.7995545454545434,0.05812727272727272,0.06150909090909091,0.25Hz,54.337320887570094
45681,,4.545454545454546,0.06487272727272728,10.05038436497926,1093.781476236532,0.42400000000000004,0.06299999999999999,1.9998181818181835,0.06487272727272728,0.06299999999999999,0.25Hz,54.86292093180509
45681,,4.545454545454546,0.06723636363636364,9.947929720990818,975.1470499963444,0.42400000000000004,0.06140000000000001,2.199845454545459,0.06723636363636364,0.06140000000000001,0.25Hz,54.303642716354894
45681,,4.545454545454546,0.0633909090909091,9.657359834574303,948.0659365823252,0.42400000000000004,0.05688181818181817,2.3997000000000046,0.0633909090909091,0.05688181818181817,0.25Hz,52.71748320994026
45681,,4.545454545454546,0.05764545454545455,9.204003210206666,905.8130991912614,0.42400000000000004,0.049845454545454554,2.600718181818182,0.05764545454545455,0.049845454545454554,0.25Hz,50.242705357337904
45681,,4.545454545454546,0.05146363636363636,8.63995904257748,853.2441827682211,0.42400000000000004,0.04107272727272727,2.799736363636366,0.05146363636363636,0.04107272727272727,0.25Hz,47.16370763477173
45681,,4.545454545454546,0.043963636363636364,8.011880280123789,794.7072421075374,0.42400000000000004,0.03131818181818182,3.0000909090909174,0.043963636363636364,0.03131818181818182,0.25Hz,43.735158612953896
45681,,4.545454545454546,0.03414545454545454,7.387059880616802,736.4739808734861,0.42400000000000004,0.021627272727272728,3.1997454545454556,0.03414545454545454,0.021627272727272728,0.25Hz,40.32439630478009
45681,,4.545454545454546,0.02374545454545455,6.823502535914415,683.9504363472234,0.42400000000000004,0.012863636363636365,3.399654545454545,0.02374545454545455,0.012863636363636365,0.25Hz,37.248056045527825
45681,,4.545454545454546,0.01448181818181818,6.377123923081924,642.3479496312353,0.42400000000000004,0.005927272727272728,3.5996818181818124,0.01448181818181818,0.005927272727272728,0.25Hz,34.81136968089362
45681,,4.545454545454546,0.006709090909090909,6.083473214615723,614.9797036021854,0.42400000000000004,0.0013545454545454546,3.799636363636364,0.006709090909090909,0.0013545454545454546,0.25Hz,33.20839261901257
45681,,4.545454545454546,0.0007636363636363636,5.995791816428354,606.8077972911226,0.42400000000000004,0.0,3.9997999999999974,0.0007636363636363636,0.0,0.25Hz,32.729758425408406
45681,,4.545454545454546,0.002990909090909091,6.089929248910053,708.6440360013387,0.42400000000000004,0.0014636363636363636,4.201036363636359,0.002990909090909091,0.0014636363636363636,0.25Hz,33.243634743707524
45681,,4.545454545454546,0.0006272727272727273,6.353789737546955,733.6843963729807,0.42400000000000004,0.005563636363636363,4.40029090909091,0.0006272727272727273,0.005563636363636363,0.25Hz,34.683993301093274
45681,,4.545454545454546,0.006036363636363637,6.762716904487409,772.4915845156297,0.42400000000000004,0.011936363636363636,4.599863636363637,0.006036363636363637,0.011936363636363636,0.25Hz,36.91624014977064
45681,,4.545454545454546,0.011927272727272729,7.2778725422691375,821.3798545411158,0.42400000000000004,0.019918181818181818,4.79964545454545,0.011927272727272729,0.019918181818181818,0.25Hz,39.72836573589999
45681,,4.545454545454546,0.019490909090909093,7.847250640753109,875.4138360872449,0.42400000000000004,0.02876363636363636,4.999681818181819,0.019490909090909093,0.02876363636363636,0.25Hz,42.8364802579949
45681,,4.545454545454546,0.02846363636363636,8.41607247022911,929.3950277045172,0.42400000000000004,0.037599999999999995,5.199445454545457,0.02846363636363636,0.037599999999999995,0.25Hz,45.94155822531809
45681,,4.545454545454546,0.03734545454545454,8.929947189050731,978.1617385206889,0.42400000000000004,0.0455909090909091,5.400099999999992,0.03734545454545454,0.0455909090909091,0.25Hz,48.74669154597019
45681,,4.545454545454546,0.045781818181818174,9.334819243020807,1016.5840964424493,0.42400000000000004,0.05188181818181818,5.599872727272728,0.045781818181818174,0.05188181818181818,0.25Hz,50.956802391268546
45681,,4.545454545454546,0.0530090909090909,9.59410967820707,1041.1907587416256,0.42400000000000004,0.0559,5.799872727272728,0.0530090909090909,0.0559,0.25Hz,52.37221399418854
45681,,4.545454545454546,0.05934545454545454,9.681782775422683,1049.5109356673872,0.42400000000000004,0.05727272727272726,5.999490909090905,0.05934545454545454,0.05727272727272726,0.25Hz,52.85080287454491
45681,,4.545454545454546,0.06143636363636363,9.588908889202184,941.6863084736436,0.42400000000000004,0.05583636363636364,6.199563636363634,0.06143636363636363,0.05583636363636364,0.25Hz,52.34382398783691
45681,,4.545454545454546,0.0578909090909091,9.32364052502726,916.9632969325409,0.42400000000000004,0.051699999999999996,6.400090909090914,0.0578909090909091,0.051699999999999996,0.25Hz,50.89578013588736
45681,,4.545454545454546,0.05273636363636363,8.914453414475103,878.8270582290796,0.42400000000000004,0.04535454545454545,6.599854545454537,0.05273636363636363,0.04535454545454545,0.25Hz,48.662114310054726
45681,,4.545454545454546,0.0473,8.400376328888273,830.9150738523873,0.42400000000000004,0.03736363636363636,6.7997454545454525,0.0473,0.03736363636363636,0.25Hz,45.855876312065355
45681,,4.545454545454546,0.03985454545454545,7.829161558489904,777.6778572512591,0.42400000000000004,0.028500000000000004,6.999881818181817,0.03985454545454545,0.028500000000000004,0.25Hz,42.737735786749276
45681,,4.545454545454546,0.031145454545454542,7.2611817074566885,724.7421351349634,0.42400000000000004,0.019663636363636362,7.199463636363634,0.031145454545454542,0.019663636363636362,0.25Hz,39.63725400152772
45681,,4.545454545454546,0.022418181818181816,6.748574416477499,676.9671356157028,0.42400000000000004,0.011681818181818182,7.399627272727267,0.022418181818181816,0.011681818181818182,0.25Hz,36.83903930119709
45681,,4.545454545454546,0.013272727272727275,6.340815325987439,638.9639883820292,0.42400000000000004,0.005372727272727273,7.600609090909092,0.013272727272727275,0.005372727272727273,0.25Hz,34.61316873462129
45681,,4.545454545454546,0.006245454545454545,6.082740175105159,614.9113843198008,0.42400000000000004,0.0013454545454545455,7.800445454545453,0.006245454545454545,0.0013454545454545455,0.25Hz,33.20439111148335
45681,,4.545454545454546,0.0008454545454545454,5.995787323391498,606.8073785400876,0.42400000000000004,0.0,7.999463636363637,0.0008454545454545454,0.0,0.25Hz,32.729733898871224
45681,,4.545454545454546,0.003027272727272727,6.088812235971469,708.5380314734671,0.42400000000000004,0.0014363636363636364,8.199845454545452,0.003027272727272727,0.0014363636363636364,0.25Hz,33.23753720650856
